,Viscosity,T,CaO,Al2O3,SiO2,CaF2,MgO,result_0,result_1,result_2,result_3,result_4,result_5,result_6,result_7,result_8,result_9,result_10,result_11,result_12,result_13,result_14,result_15,result_16,result_17,result_18,result_19,result_20,result_21,result_22,result_23,result_24,result_25,result_26,result_27,result_28,result_29,result_30,result_31,result_32,result_33,result_34,result_35,result_36,result_37,result_38,result_39,result_40,result_41,result_42
190,5.3,1673,0.362,0.085,0.338,0.0,0.216,10.218571569992696,9.830998647641705,10.611358843160296,10.679905610925397,10.570981388958735,11.034717033552598,11.523728627092824,10.92750285286181,11.601115226075795,11.206093988294311,11.534051251963836,11.704908464467433,12.235335994212344,12.140153843212957,11.408955178822378,11.419380255432177,11.476141435994002,11.546524958844909,11.60922951987418,10.474501847799496,10.604680843031975,10.645451767093679,10.59496232068997,10.778316265219404,10.71612608892168,10.884626632830992,10.754447637598513,10.884626632830994,11.03046260193662,10.998314980709086,10.998314980709086,11.082261829263345,11.051899227771488,11.051899227771488,10.988927117355527,11.072873965909784,11.117253948171918,11.017776715272847,11.101723563827104,11.101980974631543,11.408365653473446,11.408365653473446,11.298767715090563
191,9.2,1773,0.474,0.195,0.332,0.0,0.0,10.218571569992696,9.656483878748658,10.54788131312392,10.569988612005103,10.34906439003844,10.40705460913233,10.715520185315624,10.417916218878373,10.542486359722638,10.271535346896531,10.126451641882625,10.21643801403085,10.064575699955148,9.750009812397234,10.023104605399155,10.02618050982979,9.762187361804457,9.868292072132535,9.532105611118402,9.073893485048655,9.210148231620792,9.2282796365931,9.183601641101523,9.227319134774973,9.030188079841388,9.204280736007053,9.068025989434918,9.204280736007053,9.195009558794522,9.195544873815466,9.195544873815466,9.282178826291116,9.282685435070563,9.282685435070563,8.977898930946271,9.06453288342192,9.06453288342192,8.973304725311307,9.059938677786956,9.060190872547688,8.91606378294319,8.91606378294319,8.987617243378265
192,3.9,1773,0.317,0.116,0.346,0.0,0.221,10.218571569992696,10.063685006165768,10.696590184705089,10.82646160948579,10.762537387519128,10.663527606613016,10.97199318279631,10.674482273831572,10.784967805154096,10.521928714477,10.364221273198357,10.458002251401023,10.274636716014498,10.18831295700124,10.27524673261519,10.278452343859165,10.150278778953599,10.115213867510468,10.058510243366728,9.400639069036783,9.507954775859464,9.616895661974063,9.55022809363928,9.52715766075955,9.350882382355632,9.497140729878566,9.389825023055888,9.497140729878566,9.472050025461197,9.472655669298948,9.472655669298948,9.545759070741639,9.546329522462546,9.546329522462546,9.390498373755054,9.463601775197745,9.52939900018966,9.388732598660622,9.461836000103313,9.46210040839347,9.407415412802234,9.407415412802234,9.46952850698659
193,6.68,1773,0.26,0.086,0.437,0.0,0.217,10.218571569992696,12.710492334376998,11.715643691259407,12.493536093110261,12.486611871143598,12.330602090237488,12.639067666420782,12.342161631027366,12.361417783119055,12.149485603750062,11.909723876750613,12.02816979430716,11.640033320400288,11.663568636621616,11.964405737084299,11.968454442614984,11.881546122177717,11.773606376206224,11.845570646330854,12.367018609252028,12.356229361992181,12.71658928629687,12.523994474222327,12.391805789414981,12.258024552070346,12.291332834967942,12.30212208222779,12.291332834967942,12.186687576090655,12.187903441515694,12.187903441515694,12.177954285816574,12.17905940050758,12.17905940050758,12.154052144719936,12.144102989020816,12.290505009654638,12.154401466182257,12.144452310483135,12.144799710615466,12.128478716137517,12.128478716137517,12.189033695512258
194,0.53,1873,0.503,0.219,0.0,0.278,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.237990449782128,3.9217886349250572,3.571458578549543,4.333635487131079,3.725737762099449,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.453370242319012
195,16.6,1714,0.45,0.1,0.45,0.0,0.0,10.218571569992696,13.088607666978602,11.868941334994322,12.731689590770902,12.534765368804237,12.726518120820923,13.42478310511235,12.742523268798205,13.2637377931293,12.71759123189311,13.493633445935497,13.698332715725376,13.64463707187511,13.278977963031034,13.547034651654979,13.558818157539008,13.5254337390856,13.528033346544177,13.281514702586914,14.135353463211416,14.101997921111131,14.428510396950028,14.256116526932551,14.233933919227674,14.070959215504388,14.082151660231858,14.115507202332143,14.082151660231858,14.170497755387983,14.118662918257689,14.118662918257689,14.090611731344,14.04376947767173,14.04376947767173,14.065787916503526,14.037736729589836,14.037736729589836,14.054092409144332,14.026041222230642,14.026400981229061,14.070287012579918,14.070287012579918,14.026388469323058
196,2.88,1823,0.414,0.087,0.352,0.0,0.147,10.218571569992696,10.238199775058817,10.7609626500922,10.936378608406084,10.775454386439423,10.549425846940803,10.50084288225089,10.604364788713387,10.341509133601239,10.256480088309791,9.334612194787816,9.361346554502436,9.31692081132545,9.150993351943619,9.276396202383454,9.273336826511283,9.206930006521418,9.133434908195639,8.961707275415987,8.455182013364581,8.544422566309382,8.702270755500493,8.623168738908962,8.571415539950298,8.575405244622758,8.70403643414097,8.614795881196171,8.70403643414097,8.552749712096677,8.575027451389552,8.575027451389552,8.638662049140773,8.65960139136711,8.65960139136711,8.55095174515484,8.614586342906064,8.665112263592931,8.535198330254172,8.598832928005393,8.599102616399115,8.403944241827803,8.403944241827803,8.528884835175624
197,0.6,1833,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,6.453817420702331,5.5361277150725545,6.034309596545023,5.611925077964943,6.109694666565359,5.6328549348464785,5.636248052666585,6.090749703907827,6.031271408713157,5.606232707899471,5.605180694270446,5.581801973233613,5.573651864725223,5.492816890178348,5.7894006119230355,5.788378100169936,5.703287599956811,5.7038562660561825,5.795363062735888,5.785166323378148,5.789817506260551,5.5508919240246035,5.549869412271504,5.664913163649761,5.665306148867993,5.467978977786773,5.46697347596654,5.467364976742371,5.485080225689012,5.455216350444821,5.454210848624588,5.503587742215495,5.5370978385148675,5.536092336694634,5.536129844832555,5.357221339382665,5.361702530127887,5.4957655926048385
198,0.99,1773,0.36,0.262,0.0,0.378,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.380990449782128,4.324980668876018,4.633446245059312,4.333635487131079,4.7877254286092175,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.344237109707004
199,2.81,1813,0.605,0.106,0.094,0.046,0.149,10.218571569992696,2.7340647126577524,8.313868436341966,6.209947654833409,5.858023432866746,7.418052396870169,5.88861844491239,6.350601527493889,5.9510923858285665,6.624076182927216,5.84159250893885,5.852336214012704,6.261229814086393,6.163841148327104,5.804118655189668,5.803633409215456,5.774182032816896,5.759779349347852,5.629020733601375,5.951572592136237,5.9510388325119425,5.858085998321432,5.858823257447606,5.954093269315299,5.93118774904915,5.937524865685699,5.800007150940212,5.799473391315917,5.879579311235612,5.879931026541839,5.619597614925577,5.619069626569389,5.619419791424078,5.632522038685756,5.604138650891611,5.603610662535424,5.716545459635149,5.68118683178179,5.6806588434256025,5.68070117679688,5.6270441485158065,5.629201281355484,5.742840583772228
200,35.7,1673,0.381,0.06,0.559,0.0,0.0,10.218571569992696,16.258959301868973,13.235796515197029,14.728515071156256,14.600590849189594,15.083326493783458,15.572338087323683,15.238877668916523,15.542034189409101,15.699624546747195,16.14114055511032,16.423712098866268,16.911779193861236,16.722569176441898,16.477655671137086,16.494897143991754,16.616530585601158,16.7413516240524,16.84847992622589,16.37085073362063,16.371053677066808,15.859802817255382,16.614526176836236,16.694396653562528,16.603060543119465,16.64879835049414,16.648595407047967,16.648798350494143,16.769921905393968,16.62593356244898,16.62593356244898,16.62613535167111,16.502986529433688,16.502986529433688,16.63779392461345,16.63799571383558,16.63799571383558,16.54071575172737,16.5409175409495,16.54138575977487,16.40921594780592,16.40921594780592,16.300135247738588
201,0.49,1853,0.56,0.108,0.087,0.094,0.151,10.218571569992696,2.530464148949196,8.255874572618689,6.081711156093065,5.774786934126402,5.476906382884092,5.33426598854468,5.840221404996006,5.420834940938333,5.707925500653088,5.535700491552102,5.533197176114232,6.030463938822949,5.995761822124116,5.51113605316144,5.5095413383376,5.493108252493855,5.4909972179277,5.441068786571616,5.693660285653358,5.692648503800739,5.607539306406135,5.6081090988819495,5.705598774344984,5.7118100322616865,5.71647194504457,5.477535632908142,5.476523851055523,5.591144632904051,5.5916298437582395,5.39430267267702,5.3933076051527085,5.393790983196062,5.411506232142704,5.384581415808819,5.383586348284508,5.432932101014125,5.462809514730216,5.461814447205905,5.461851955343825,5.226302090505847,5.2307047077655815,5.37668650303786
202,4.01,1773,0.539,0.059,0.402,0.0,0.0,10.218571569992696,11.692489515834218,11.312689003223873,11.852353599408541,11.56642937744188,11.68941959653577,11.997885172719062,11.700746493644369,11.755002309267871,11.523502184798884,11.315299798461284,11.424259200881725,11.114880780251909,10.635019957149822,11.304455257657944,11.308179696155278,11.28344198326786,11.124843540785744,10.585282167470563,11.091411410734487,11.093019351708131,11.490672593539326,11.314669240647257,11.121652639176776,11.009318681244455,11.053456617957762,11.051848676984122,11.053456617957764,10.974601637805428,10.975549526352907,10.975549526352907,10.977121387433632,10.977995685448807,10.977995685448807,11.001447523074546,11.00301938415527,11.00301938415527,11.001418250640683,11.002990111721408,11.003304858864764,11.01178616608785,11.01178616608785,11.06504126032043
203,1.03,1773,0.358,0.262,0.0,0.38,0.0,10.218571569992696,0.0,7.5679711251396915,4.487914671748791,4.382990449782128,4.324980668876018,4.633446245059312,4.333635487131079,4.7877254286092175,4.333635487131079,4.4879146706809845,4.4879146706809845,5.083128747690511,5.083128747690511,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.333635487131079,5.873937792999218,5.848030745654627,5.873937792999218,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,5.873937792999218,5.848030745654627,6.337362111908028,6.337362111908028,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.337362111908028,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.3149753102838275,6.344237109707004
204,0.88,1823,0.575,0.107,0.09,0.078,0.151,10.218571569992696,2.61772153339572,8.280679384951437,6.136669655553213,5.81474543358655,5.74971689408793,5.701133929398017,5.936946956285646,5.770301045967384,5.847999163568818,5.7271271058219355,5.733962595521696,6.165632400324444,6.08973929310365,5.695736061620224,5.694953834834726,5.668423325560144,5.657071938370193,5.55494839269409,5.863772106342405,5.862982441248611,5.774491466823465,5.775128530495257,5.86777253420479,5.851213255261034,5.856611082789328,5.645816874514475,5.645027209420681,5.741017066682615,5.741391595898321,5.5245452409483224,5.523766646118663,5.524139661557868,5.5407278286599455,5.510413651994634,5.509635057164974,5.577847835837448,5.592111842244149,5.5913332474144894,5.591372395487132,5.460131309471668,5.463925122702905,5.588918830942617
205,7.6,1816,0.45,0.15,0.4,0.0,0.0,10.218571569992696,11.634317926203202,11.290086235519384,11.815714599768445,11.61879037780178,11.081475019381482,11.459777142133131,11.1422350537015,11.24855692028557,10.40746549951941,10.171663486560888,10.2127334914363,10.033365177967188,9.785321336501738,10.180964878914857,10.178472215861335,9.970793810871783,10.012193378546645,9.738349367762455,9.956141412869714,9.95803060451758,10.353337796539442,10.179592990974736,9.988659673146621,10.037332169714762,10.081646131151036,10.07975693950317,10.081646131151036,9.880568229373612,9.90922981955033,9.90922981955033,9.911071863550147,9.937529495869454,9.937529495869454,9.768813422242923,9.77065546624274,9.77065546624274,9.764208692782287,9.766050736782104,9.766363645541858,9.590971979224575,9.590971979224575,9.716879215603377
206,13.0,1673,0.332,0.152,0.362,0.0,0.154,10.218571569992696,10.529057723213896,10.869112122712119,11.119573606606576,11.040649384639913,11.474385029233776,11.963396622774003,11.395706452795354,12.031181223373189,11.694079207311818,12.034368642350785,12.21735772793156,12.743185029468332,12.674009001436747,11.934731389562177,11.945896708298115,11.984295104439619,12.084448965522022,12.176832826699044,11.163897965440022,11.237998068700762,11.439458955895322,11.347004475636144,11.426342160825378,11.414496909572048,11.528700358345734,11.454600255084994,11.528700358345734,11.660195571170952,11.62073534773645,11.62073534773645,11.675752908216484,11.638795582457753,11.638795582457753,11.557194653220602,11.612212213700637,11.675934540069262,11.578377723930682,11.633395284410717,11.633673833725336,11.866661572852449,11.866661572852449,11.761346187429233
207,30.8,1714,0.4,0.1,0.5,0.0,0.0,10.218571569992696,14.542897407754001,12.477474970062191,13.647664581773356,13.500740359806693,13.642493111823379,14.340758096114804,13.676844133427888,14.136729796801449,13.649141870200001,14.494268865408221,14.721712498508086,14.595915774562288,14.294990049556448,14.66690307920835,14.679995863523942,14.646566005357894,14.65325313550689,14.497762663062176,15.65550384632083,15.502160494753703,15.462299230190567,15.651342373129573,15.656218665749286,15.547048951817708,15.439323464241411,15.592666815808538,15.439323464241411,15.5269497026746,15.456014435443636,15.456014435443636,15.362226278632912,15.299629279291073,15.299629279291073,15.397734815090532,15.303946658279807,15.303946658279807,15.364697879419724,15.270909722609,15.271318167777425,15.245398615453698,15.245398615453698,15.202804744988056
208,8.41,1773,0.157,0.115,0.438,0.0,0.29,10.218571569992696,12.739578129192505,11.727365194725607,12.51185559293031,12.607931370963648,12.348921590057538,12.65738716624083,12.360487777809738,12.378746115209008,12.167370844291524,11.926707421844593,12.045424382690745,11.655037678690242,11.967397073916601,11.983449256095216,11.987507226398284,11.833110981312938,11.792342020682394,12.10762559843139,12.40357200570903,12.391321787397349,12.74879643918786,12.557475346251305,12.427108362684255,12.293732973671524,12.32561746681301,12.337867685124692,12.32561746681301,12.220324346931765,12.221548524790864,12.221548524790864,12.210333275025208,12.211445457955854,12.211445457955854,12.121094139641222,12.109878889875567,12.289978098682145,12.121804073724714,12.11058882395906,12.110937170356033,12.067656840254,12.067656840254,12.133336052575038
209,19.2,1673,0.434,0.06,0.506,0.0,0.0,10.218571569992696,14.717412176647048,12.552564864295716,13.75758158069365,13.576657358726989,14.112393003320852,14.601404596861077,14.204928052396614,14.600765474175505,14.621990521416866,15.036272984672472,15.29205330871632,15.79027924100426,15.53960224480202,15.216011710033744,15.231618481526517,15.337690914259362,15.446573505362629,15.471805178954856,16.18334281555108,16.039385762535733,15.939251877744251,16.181134119878212,16.323939318028636,16.436886740755828,16.33860546653546,16.482562519550807,16.33860546653546,16.4434674922791,16.33637230125264,16.33637230125264,16.246441762519144,16.152220492415992,16.152220492415992,16.34721161718595,16.25728107845245,16.25728107845245,16.292740251271425,16.202809712537928,16.20322412207935,16.182236013346518,16.182236013346518,16.072428846817893
210,5.02,1773,0.432,0.089,0.403,0.0,0.075,10.218571569992696,11.721575310649726,11.324007350457519,11.87067309922859,11.691748877261928,11.707739096355818,12.01620467253911,11.71907264042674,11.772326607847038,11.541387425340346,11.332283343555265,11.441513789265308,11.129885138541862,10.816896036328647,11.323133273520671,11.326866976790388,11.238391162880742,11.143190761286624,10.831948952322541,11.126585842988668,11.12784886803783,11.526861568502135,11.349238629735295,11.156669382543488,11.043796381367196,11.087641379929408,11.086378354880244,11.087641379929408,11.007965707889715,11.008920649391507,11.008920649391507,11.010159512416084,11.011039961188382,11.011039961188382,10.971184869755973,10.97242373278055,11.044552933126884,10.9709562908346,10.972195153859177,10.972510821313591,10.951072295344368,10.951072295344368,11.009618844313696
211,34.7,1673,0.389,0.092,0.519,0.0,0.0,10.218571569992696,15.095527509248654,12.716813510570427,13.99573507835429,13.859810856387629,14.350546500981492,14.839558094521717,14.458538335693948,14.831858792281897,14.88631584838468,15.307278237798736,15.569629993092722,16.065364135101255,15.877316444745865,15.522811664809222,15.538819400786991,15.636286779119189,15.761334177247182,15.846366159996531,16.359521290610697,16.26525455532339,15.977700291071265,16.381879245061054,16.559155968008632,16.608962089534028,16.560444975307504,16.654711710594814,16.560444975307508,16.667985357846234,16.55249892560098,16.55249892560098,16.48614593078007,16.385217712881733,16.385217712881733,16.53114041956819,16.46478742474728,16.46478742474728,16.467739704266982,16.401386709446072,16.401814130904953,16.344037338878106,16.344037338878106,16.236268472894942
212,24.5,1816,0.35,0.1,0.55,0.0,0.0,10.218571569992696,15.997187148529402,13.117208791781676,14.563639572775813,14.466715350809151,13.829399992388852,14.2077021151405,13.695459891165406,13.879771837073053,12.685151754165034,12.303069292515854,12.359540549219545,11.88970383932094,11.720320003093033,12.688259282106205,12.68483187040761,12.552279573512074,12.480758310101251,12.367998241890032,12.667128347417101,12.667129919933476,12.147674120418536,12.882961533741817,12.733804730299749,12.65808587458892,12.703728670270692,12.703727097754317,12.703728670270696,12.387144091866901,12.46112375307064,12.46112375307064,12.461125325235978,12.524714994681519,12.524714994681519,12.391197606540079,12.391199178705417,12.391199178705417,12.441513265406048,12.441514837571386,12.441973777272128,12.484722084939353,12.484722084939353,12.608634513361796
213,6.39,1753,0.605,0.106,0.094,0.046,0.149,10.218571569992696,2.7340647126577524,8.313868436341966,6.209947654833409,5.858023432866746,5.46306128374522,6.572082426300849,5.93094161535166,6.643704389832946,5.755365873853011,6.197005188308809,6.229319364808181,6.623994041230499,6.482587670655818,6.152003483855246,6.153503560211191,6.1270941612688885,6.1138487635990435,5.952678804040731,6.301681208931236,6.30112295244995,6.208216155571705,6.208948857053239,6.3082182046748585,6.240273507141008,6.2465861269205645,6.10909290903207,6.108534652550783,6.2327183653365354,6.232553491633886,5.972220080017624,5.9716680420899095,5.971503895192949,5.984606142454627,5.954914450518496,5.954362412590783,6.067370710542981,6.050001080212774,6.04944904228506,6.049491375656338,6.258906200755883,6.2612936898037885,6.2878487639578085
214,3.6,1923,0.417,0.0,0.583,0.0,0.0,10.218571569992696,16.957018377441166,13.557298220086745,15.168183066837432,15.00425884487077,14.480283540737071,14.022377448272007,14.318864350952907,14.268925350960185,13.31395347190416,10.224487945692392,10.129736860608006,11.39447549628991,11.583409760010404,10.777324370021766,10.759461123435237,10.941615544809263,11.13562995076795,11.57188618555622,9.841996416422177,9.972530590291605,9.801730894777393,10.099227093975703,10.325727472355323,10.453127980225407,10.628749161714202,10.498214987844776,10.628749161714204,10.62170511242331,10.794341644355743,10.794341644355743,10.878447729999017,11.024084769600261,11.024084769600261,10.761588930275888,10.845695015919162,10.845695015919162,10.888102045306166,10.972208130949442,10.972701375621318,11.156332448065399,11.156332448065399,11.284677427991717
215,5.4,1723,0.378,0.119,0.353,0.0,0.15,10.218571569992696,10.267285569874325,10.77172899501756,10.954698108226133,10.82977388625947,11.044931813568404,11.585276130913039,11.006848785360994,11.476929725609262,11.06958516003829,11.430318689305421,11.58348457161949,11.595580647304935,11.40880171760574,11.32924309478432,11.337804654649723,11.265743868990173,11.273684772711572,11.163249211220998,10.495021717552902,10.588469401936257,10.737097149266766,10.659773618818498,10.665924604256208,10.45533182967894,10.588243331258907,10.494795646875556,10.588243331258909,10.696407828260504,10.674732556715405,10.674732556715405,10.74064719196449,10.720281304952088,10.720281304952088,10.598859333517138,10.664773968766223,10.713881480129634,10.612459764159594,10.678374399408678,10.678644970480395,10.804565172869568,10.804565172869568,10.777797338948927
216,1.15,1773,0.603,0.179,0.054,0.083,0.081,10.218571569992696,1.570632920037432,7.987876992139201,5.477167662031444,5.127243440064781,5.3142336591586705,5.6226992353419645,5.323247413379132,5.7250505045971405,5.299438476370038,5.40502610575595,5.419662443394516,5.893364095348012,5.816823670101772,5.412969837550637,5.413470135259235,5.376406195596209,5.389116254694393,5.297815098664055,5.753032113357769,5.7465156398524595,5.701779341782861,5.7018943255335435,5.7506352665345375,5.680834113737614,5.674355503614489,5.542832407212009,5.536315933706699,5.837491025418736,5.837493341250119,5.700085967339894,5.693935628475078,5.693937940932439,5.70506910094849,5.668679900060299,5.662529561195483,5.729468736508293,5.724309269313316,5.718158930448501,5.718183891931696,5.688011437276067,5.690847618648342,5.765224628083281
217,5.6,1773,0.332,0.152,0.362,0.0,0.154,10.218571569992696,10.529057723213896,10.869112122712119,11.119573606606576,11.040649384639913,10.956639603733803,11.265105179917096,10.967700622349513,11.062099575257921,10.808092563140395,10.63595799470205,10.734075665538366,10.514706448653758,10.397399652135322,10.565939906310106,10.569293753912184,10.366411313991964,10.400100974687145,10.312623651623706,9.821518858698473,9.88839379035064,10.106231033468385,10.009756813201772,9.910078967114217,9.763856184628857,9.870834461793972,9.803959530141803,9.870834461793972,9.828823974530394,9.829517190661967,9.829517190661967,9.880180247125326,9.880829493687202,9.880829493687202,9.674907592584908,9.725570649048265,9.794665033843657,9.672612672727311,9.72327572919067,9.723554278505286,9.632158577291094,9.632158577291094,9.699614305248797
218,2.91,1823,0.421,0.083,0.357,0.0,0.139,10.218571569992696,10.383628749136356,10.814902199843024,11.02797610750633,10.860051885539669,10.641023346041049,10.592440381351135,10.693437648110862,10.429094973740856,10.340611403667443,9.403457330073424,9.430571439215807,9.377059903138445,9.202003045732052,9.351532048071622,9.34842921515581,9.288522037476262,9.207031734752674,9.022921744007714,8.572887431135431,8.649216834729735,8.84125851301127,8.75269868643107,8.677084912362085,8.693084612917179,8.809166312305738,8.732836908711436,8.809166312305738,8.650903823179826,8.67414032641908,8.67414032641908,8.730468807839971,8.752270623768212,8.752270623768212,8.655899106790333,8.712227588211224,8.76741323696697,8.64118847351776,8.69751695493865,8.697791064313952,8.512015160701353,8.512015160701353,8.636542300290838
219,2.5,1783,0.591,0.107,0.091,0.062,0.15,10.218571569992696,2.6468073282112283,8.288964206056539,6.154989155373261,5.8170649334065985,6.262415783428267,6.185556955827764,6.057498460414847,6.249762862668538,6.077494374961841,5.97554216392993,5.996694585341965,6.387606840489437,6.268437216104684,5.937970491688681,5.9384902977093414,5.907788653551474,5.892162065228547,5.745130628789134,6.1022069153468745,6.101469569149526,6.011886890635745,6.012545519875896,6.103485656839956,6.052039718159685,6.057660905966003,5.883394604446859,5.882657258249511,5.993902751266871,5.993994163980137,5.7593719996829735,5.758644531214717,5.758735566215974,5.773614347463287,5.741973658057042,5.741246189588786,5.828078936704777,5.830128208362375,5.829400739894119,5.829440928104905,5.8810576147589035,5.88417425174195,5.95944074742672
220,49.5,1740,0.35,0.15,0.5,0.0,0.0,10.218571569992696,14.542897407754001,12.477474970062191,13.647664581773356,13.550740359806694,12.996983628531574,14.136220418733718,12.939793242476973,13.844563190406923,12.123421426679565,13.9285081921064,14.12161505236301,13.732760531890301,13.522779222717206,14.113125551501042,14.123058017225237,13.918309180745155,13.98577906117708,13.86827560106882,15.09778259723349,14.946207986162221,14.893583301219532,15.093550167109704,15.040307417065328,14.89976987857953,14.793813131499089,14.945387742570361,14.793813131499093,14.798619582047847,14.757564816596872,14.757564816596872,14.6644905044972,14.628261626729719,14.628261626729719,14.564681520562605,14.471607208462933,14.471607208462933,14.548858166699839,14.455783854600167,14.456192299768592,14.3913689106662,14.3913689106662,14.403173218548707
221,2.7,1773,0.422,0.087,0.344,0.0,0.147,10.218571569992696,10.005513416534752,10.675218383261056,10.789822609845691,10.620898387879029,10.62688860697292,10.935354183156212,10.63782998026683,10.750327164691946,10.486158233394075,10.330254183010394,10.423493074633855,10.244627999434591,9.991975686116652,10.239099836224002,10.242286917923213,10.16767367888974,10.079804719070715,9.8281978832485,9.351636802599028,9.463627384824374,9.559064354956863,9.49579191530104,9.482531972878181,9.302793964733969,9.453574460694215,9.341583878468871,9.453574460694215,9.430685835370923,9.43128107838741,9.43128107838741,9.506700003327452,9.507261045679037,9.507261045679037,9.402480576138734,9.477899501078777,9.51515191192968,9.401533480612198,9.47695240555224,9.477215059896446,9.454204941542873,9.454204941542873,9.511193290468693
222,3.9,1723,0.422,0.087,0.344,0.0,0.147,10.218571569992696,10.005513416534752,10.675218383261056,10.789822609845691,10.620898387879029,10.88005631518796,11.420400632532598,10.836710202686575,11.319708206601703,10.897847066394764,11.253316887130861,11.402577690292446,11.429540797173122,11.179835282605065,11.142611526464716,11.150954802934116,11.121879327149358,11.087623117565794,10.907516503059298,10.247099054134651,10.36208198667539,10.44965523257293,10.388046775012874,10.436715822510433,10.211309994555101,10.365082840830745,10.250099908290004,10.365082840830745,10.479414361012829,10.45934876730945,10.45934876730945,10.536222529514939,10.517309837445538,10.517309837445538,10.43515350943072,10.512027271636208,10.547620283937922,10.450988258792433,10.527862020997922,10.528124675342129,10.693211542296355,10.693211542296355,10.662043398048198
223,5.68,1673,0.348,0.027,0.417,0.0,0.207,10.218571569992696,12.128776438066836,11.483658403107128,12.127146096709279,12.032221874742616,12.48195751933648,12.970969112876706,12.46867303597639,13.014778269041509,12.812378667560274,13.180929328654207,13.391720623370183,13.907005735263304,13.80714420417293,13.162481393507026,13.1753431004487,13.26518383025656,13.341476886799246,13.438814320755803,13.150104046506812,13.150104362536673,13.556153014768213,13.361372360398285,13.37359504157671,13.412214221954002,13.45547975730139,13.455479441271528,13.45547975730139,13.56469837326734,13.504510182336814,13.504510182336814,13.50451049834247,13.449335237028809,13.449335237028809,13.538702015199407,13.538702331205062,13.74209072738611,13.538461406187173,13.538461722192828,13.538790352196756,13.714671080428209,13.714671080428209,13.602812768943219
224,8.23,1773,0.434,0.06,0.506,0.0,0.0,10.218571569992696,14.717412176647048,12.552564864295716,13.75758158069365,13.576657358726989,13.594647577820878,13.90311315400417,13.60666575901099,13.557436769346918,13.383567201110953,13.081588488235292,13.218736392774453,12.675334042407096,12.27811709146227,13.302728587034991,13.307416561859995,13.281227629062304,13.092208634195647,12.707692563671273,14.24104299263465,14.109291397290225,13.955867969524213,14.241932274321545,14.16089077827294,14.063701893502298,13.977626076952848,14.109377672297274,13.977626076952848,13.839963560583424,13.841844951705214,13.841844951705214,13.757195105084744,13.758850334039067,13.758850334039067,13.871302231463359,13.786652384842888,13.786652384842888,13.871598854374772,13.786949007754302,13.787363417295726,13.7963379078862,13.7963379078862,13.853197057618
225,1.31,1793,0.575,0.107,0.09,0.078,0.151,10.218571569992696,2.61772153339572,8.280679384951437,6.136669655553213,5.81474543358655,7.0501753244546705,6.050008940433187,6.204225334868916,6.1143416141257205,6.401274509032916,5.900827900024579,5.918205523518159,6.3156076312578495,6.209673447418674,5.865757770292468,5.865945829840333,5.8354908237957535,5.820185721238955,5.687537170744427,6.034825293411004,6.034021010929651,5.945556332098052,5.946191460681186,6.035763512188964,5.991925187933705,5.99730839807444,5.786528807187146,5.785724524705794,5.897530567173528,5.8976952609273265,5.680848905977328,5.680056036540789,5.680220064633474,5.6968082317355515,5.664073943721433,5.6632810742848925,5.7315371876591605,5.7537103438431485,5.752917474406609,5.752956622479251,5.7416090636808095,5.745567379415567,5.835630506653675
